"value","count","cumsum","pct"
"scene",10063,23068668,49.23
"smith",10054,23078722,49.25
"library",10046,23088768,49.27
"rose",10036,23098804,49.29
"version",10034,23108838,49.31
"passed",9989,23118827,49.34
"contact",9988,23128815,49.36
"executive",9965,23138780,49.38
"property",9964,23148744,49.4
"union",9945,23158689,49.42
"present",9934,23168623,49.44
"lady",9932,23178555,49.46
"mike",9912,23188467,49.48
"ended",9909,23198376,49.51
"hurt",9893,23208269,49.53
"river",9886,23218155,49.55
"situation",9878,23228033,49.57
"hearing",9864,23237897,49.59
"seemed",9856,23247753,49.61
"credit",9855,23257608,49.63
"natural",9850,23267458,49.65
"named",9846,23277304,49.67
"employees",9805,23287109,49.69
"songs",9805,23296914,49.72
"garden",9776,23306690,49.74
"consider",9767,23316457,49.76
"everybody",9763,23326220,49.78
"teacher",9759,23335979,49.8
"increase",9748,23345727,49.82
"winter",9735,23355462,49.84
"mention",9701,23365163,49.86
"sort",9693,23374856,49.88
"mix",9654,23384510,49.9
"sold",9652,23394162,49.92
"ride",9648,23403810,49.94
"planning",9645,23413455,49.96
"choose",9634,23423089,49.99
"truly",9629,23432718,50.01
"wearing",9616,23442334,50.03
"common",9584,23451918,50.05
"reported",9575,23461493,50.07
"thoughts",9552,23471045,50.09
"tough",9548,23480593,50.11
"worst",9545,23490138,50.13
"link",9521,23499659,50.15
"texas",9505,23509164,50.17
"dude",9504,23518668,50.19
"warm",9487,23528155,50.21
"regular",9486,23537641,50.23
"value",9485,23547126,50.25
"absolutely",9480,23556606,50.27
"gas",9476,23566082,50.29
"result",9468,23575550,50.31
"computer",9439,23584989,50.33
"putting",9435,23594424,50.35
"taste",9433,23603857,50.37
"projects",9420,23613277,50.39
"committee",9417,23622694,50.41
"lovely",9417,23632111,50.43
"effort",9416,23641527,50.45
"sat",9409,23650936,50.47
"potential",9402,23660338,50.49
"ran",9395,23669733,50.51
"asking",9380,23679113,50.53
"safety",9379,23688492,50.55
"results",9374,23697866,50.57
"central",9360,23707226,50.59
"society",9355,23716581,50.61
"rules",9353,23725934,50.63
"block",9337,23735271,50.65
"cake",9322,23744593,50.67
"missing",9278,23753871,50.69
"products",9268,23763139,50.71
"built",9267,23772406,50.73
"grow",9263,23781669,50.75
"fourth",9259,23790928,50.77
"article",9251,23800179,50.79
"touch",9240,23809419,50.81
"travel",9236,23818655,50.83
"google",9222,23827877,50.85
"agency",9205,23837082,50.87
"fit",9204,23846286,50.89
"enjoyed",9200,23855486,50.91
"telling",9185,23864671,50.93
"costs",9179,23873850,50.95
"hoping",9165,23883015,50.97
"annual",9158,23892173,50.99
"kitchen",9151,23901324,51.01
"imagine",9146,23910470,51.03
"holiday",9121,23919591,51.04
"sell",9113,23928704,51.06
"meant",9107,23937811,51.08
"reach",9107,23946918,51.1
"peace",9101,23956019,51.12
"watched",9096,23965115,51.14
"families",9088,23974203,51.16
"base",9081,23983284,51.18
"sugar",9033,23992317,51.2
"trade",9028,24001345,51.22
"included",9026,24010371,51.24
"difference",9019,24019390,51.26
"square",9001,24028391,51.28
"healthy",8987,24037378,51.3
"closed",8985,24046363,51.32
"smile",8984,24055347,51.33
"cards",8981,24064328,51.35
"mayor",8969,24073297,51.37
"florida",8965,24082262,51.39
"joe",8961,24091223,51.41
"nd",8945,24100168,51.43
"apparently",8935,24109103,51.45
"official",8931,24118034,51.47
"draft",8917,24126951,51.49
"technology",8905,24135856,51.51
"leaders",8900,24144756,51.53
"lucky",8900,24153656,51.54
"hopefully",8899,24162555,51.56
"groups",8890,24171445,51.58
"opened",8890,24180335,51.6
"realize",8888,24189223,51.62
"english",8879,24198102,51.64
"lake",8859,24206961,51.66
"characters",8832,24215793,51.68
"drop",8822,24224615,51.7
"election",8822,24233437,51.71
"growth",8816,24242253,51.73
"bottom",8797,24251050,51.75
"weight",8797,24259847,51.77
"announced",8780,24268627,51.79
"includes",8779,24277406,51.81
"showed",8777,24286183,51.83
"calling",8768,24294951,51.85
"reality",8767,24303718,51.86
"glass",8763,24312481,51.88
"forever",8762,24321243,51.9
"dear",8726,24329969,51.92
"movies",8715,24338684,51.94
"legal",8713,24347397,51.96
"baseball",8711,24356108,51.98
"author",8697,24364805,51.99
"currently",8694,24373499,52.01
"serve",8677,24382176,52.03
"lower",8672,24390848,52.05
"popular",8654,24399502,52.07
"prices",8654,24408156,52.09
"policy",8648,24416804,52.11
"nature",8647,24425451,52.12
"vs",8647,24434098,52.14
"loves",8623,24442721,52.16
"supposed",8618,24451339,52.18
"hello",8604,24459943,52.2
"risk",8597,24468540,52.22
"snow",8596,24477136,52.23
"ill",8594,24485730,52.25
"slow",8580,24494310,52.27
"station",8577,24502887,52.29
"officer",8572,24511459,52.31
"downtown",8571,24520030,52.33
"anymore",8559,24528589,52.34
"caught",8558,24537147,52.36
"french",8551,24545698,52.38
"positive",8542,24554240,52.4
"teachers",8531,24562771,52.42
"throw",8528,24571299,52.44
"fish",8522,24579821,52.45
"search",8519,24588340,52.47
"bus",8518,24596858,52.49
"served",8511,24605369,52.51
"session",8500,24613869,52.53
"records",8493,24622362,52.54
"shopping",8490,24630852,52.56
"cook",8488,24639340,52.58
"george",8481,24647821,52.6
"winner",8465,24656286,52.62
"numbers",8460,24664746,52.63
"agreed",8452,24673198,52.65
"apple",8438,24681636,52.67
"signed",8433,24690069,52.69
"keeping",8419,24698488,52.71
"folks",8414,24706902,52.72
"appreciate",8408,24715310,52.74
"residents",8390,24723700,52.76
"filled",8384,24732084,52.78
"latest",8354,24740438,52.8
"customers",8345,24748783,52.81
"pieces",8334,24757117,52.83
"tea",8329,24765446,52.85
"breakfast",8318,24773764,52.87
"tree",8318,24782082,52.89
"los",8316,24790398,52.9
"immediately",8315,24798713,52.92
"product",8309,24807022,52.94
"access",8294,24815316,52.96
"orange",8285,24823601,52.97
"january",8278,24831879,52.99
"rich",8273,24840152,53.01
"image",8272,24848424,53.03
"worse",8262,24856686,53.04
"stopped",8260,24864946,53.06
"older",8257,24873203,53.08
"science",8254,24881457,53.1
"bay",8247,24889704,53.11
"pop",8233,24897937,53.13
"basketball",8231,24906168,53.15
"traffic",8207,24914375,53.17
"bag",8203,24922578,53.19
"grand",8202,24930780,53.2
"owner",8202,24938982,53.22
"posted",8194,24947176,53.24
"finding",8180,24955356,53.26
"dress",8176,24963532,53.27
"weird",8164,24971696,53.29
"related",8154,24979850,53.31
"marriage",8144,24987994,53.32
"ability",8137,24996131,53.34
"letter",8127,25004258,53.36
"liked",8120,25012378,53.38
"walked",8114,25020492,53.39
"programs",8110,25028602,53.41
"wide",8109,25036711,53.43
"unless",8107,25044818,53.45
"evidence",8101,25052919,53.46
"previous",8090,25061009,53.48
"picked",8087,25069096,53.5
"award",8082,25077178,53.52
"gold",8079,25085257,53.53
"americans",8077,25093334,53.55
"sharing",8061,25101395,53.57
"areas",8047,25109442,53.58
"till",8040,25117482,53.6
"network",8037,25125519,53.62
"brain",8032,25133551,53.64
"goals",8007,25141558,53.65
"austin",7993,25149551,53.67
"roll",7990,25157541,53.69
"eventually",7969,25165510,53.7
"leading",7969,25173479,53.72
"info",7965,25181444,53.74
"tom",7965,25189409,53.75
"plays",7959,25197368,53.77
"crowd",7957,25205325,53.79
"response",7955,25213280,53.81
"items",7953,25221233,53.82
"lack",7946,25229179,53.84
"museum",7944,25237123,53.86
"contract",7931,25245054,53.87
"lived",7924,25252978,53.89
"mail",7919,25260897,53.91
"address",7915,25268812,53.92
"officers",7904,25276716,53.94
"cash",7902,25284618,53.96
"hill",7901,25292519,53.97
"nfl",7901,25300420,53.99
"insurance",7900,25308320,54.01
"language",7896,25316216,54.03
"lines",7892,25324108,54.04
"cases",7886,25331994,54.06
"secret",7885,25339879,54.08
"train",7882,25347761,54.09
"overall",7870,25355631,54.11
"valley",7869,25363500,54.13
"parts",7862,25371362,54.14
"receive",7854,25379216,54.16
"stock",7852,25387068,54.18
"marketing",7850,25394918,54.19
"artist",7824,25402742,54.21
"considered",7819,25410561,54.23
"dreams",7819,25418380,54.24
"reports",7814,25426194,54.26
"comments",7811,25434005,54.28
"cross",7802,25441807,54.29
"wedding",7771,25449578,54.31
"headed",7768,25457346,54.33
"effect",7767,25465113,54.34
"production",7762,25472875,54.36
"military",7752,25480627,54.38
"helping",7739,25488366,54.39
"normal",7739,25496105,54.41
"collection",7718,25503823,54.43
"ah",7703,25511526,54.44
"johnson",7703,25519229,54.46
"recipe",7701,25526930,54.47
"association",7700,25534630,54.49
"china",7673,25542303,54.51
"addition",7672,25549975,54.52
"speaking",7668,25557643,54.54
"loving",7666,25565309,54.56
"robert",7658,25572967,54.57
"doctor",7636,25580603,54.59
"leader",7626,25588229,54.61
"creative",7624,25595853,54.62
"clearly",7612,25603465,54.64
"brand",7602,25611067,54.65
"justice",7598,25618665,54.67
"senate",7595,25626260,54.69
"culture",7593,25633853,54.7
"voters",7585,25641438,54.72
"raised",7581,25649019,54.74
"worry",7571,25656590,54.75
"match",7563,25664153,54.77
"successful",7559,25671712,54.78
"respect",7546,25679258,54.8
"twice",7540,25686798,54.82
"various",7518,25694316,54.83
"reasons",7495,25701811,54.85
"jones",7477,25709288,54.86
"doubt",7475,25716763,54.88
"island",7465,25724228,54.9
"wild",7459,25731687,54.91
"count",7450,25739137,54.93
"management",7449,25746586,54.94
"terms",7443,25754029,54.96
"london",7442,25761471,54.98
"content",7440,25768911,54.99
"particular",7434,25776345,55.01
"easily",7429,25783774,55.02
"spirit",7417,25791191,55.04
"arizona",7412,25798603,55.05
"score",7410,25806013,55.07
"soul",7405,25813418,55.09
"homes",7404,25820822,55.1
"conversation",7400,25828222,55.12
"benefits",7386,25835608,55.13
"charge",7384,25842992,55.15
"writer",7382,25850374,55.17
"festival",7381,25857755,55.18
"november",7381,25865136,55.2
"al",7377,25872513,55.21
"degree",7368,25879881,55.23
"shoes",7355,25887236,55.24
"range",7347,25894583,55.26
"standing",7329,25901912,55.28
"offered",7319,25909231,55.29
"organization",7314,25916545,55.31
"plant",7306,25923851,55.32
"web",7299,25931150,55.34
"bout",7290,25938440,55.35
"easier",7287,25945727,55.37
"notice",7279,25953006,55.38
"heavy",7276,25960282,55.4
"shirt",7273,25967555,55.42
"concert",7269,25974824,55.43
"required",7266,25982090,55.45
"holding",7259,25989349,55.46
"corner",7241,25996590,55.48
"administration",7240,26003830,55.49
"novel",7240,26011070,55.51
"modern",7236,26018306,55.52
"showing",7236,26025542,55.54
"speed",7233,26032775,55.55
"dry",7229,26040004,55.57
"angeles",7215,26047219,55.59
"app",7211,26054430,55.6
"steve",7211,26061641,55.62
"cars",7208,26068849,55.63
"lets",7199,26076048,55.65
"model",7198,26083246,55.66
"trouble",7190,26090436,55.68
"studio",7179,26097615,55.69
"broken",7175,26104790,55.71
"realized",7166,26111956,55.72
"raise",7160,26119116,55.74
"turns",7160,26126276,55.75
"broke",7150,26133426,55.77
"scored",7150,26140576,55.78
"married",7135,26147711,55.8
"particularly",7132,26154843,55.81
"charges",7127,26161970,55.83
"scott",7121,26169091,55.85
"thomas",7115,26176206,55.86
"arrived",7111,26183317,55.88
"stars",7111,26190428,55.89
"drinking",7097,26197525,55.91
"audience",7094,26204619,55.92
"advice",7088,26211707,55.94
"income",7085,26218792,55.95
"rd",7085,26225877,55.97
"names",7083,26232960,55.98
"obviously",7081,26240041,56
"exciting",7075,26247116,56.01
"adding",7073,26254189,56.03
"neighborhood",7072,26261261,56.04
"impact",7066,26268327,56.06
"screen",7066,26275393,56.07
"classic",7061,26282454,56.09
"heading",7060,26289514,56.1
"victory",7058,26296572,56.12
"planned",7049,26303621,56.13
"fashion",7034,26310655,56.15
"smart",7032,26317687,56.16
"decide",7029,26324716,56.18
"seat",7028,26331744,56.19
"boston",7021,26338765,56.21
"remain",7020,26345785,56.22
"leaves",7011,26352796,56.24
"wake",6999,26359795,56.25
"surprise",6994,26366789,56.27
"francisco",6989,26373778,56.28
"pizza",6987,26380765,56.3
"shots",6978,26387743,56.31
"ryan",6976,26394719,56.33
"knowing",6968,26401687,56.34
"talked",6959,26408646,56.36
"taxes",6950,26415596,56.37
"plenty",6949,26422545,56.39
"avoid",6945,26429490,56.4
"losing",6940,26436430,56.42
"camera",6937,26443367,56.43
"offers",6932,26450299,56.45
"butter",6924,26457223,56.46
"pull",6922,26464145,56.47
"charged",6901,26471046,56.49
"laugh",6898,26477944,56.5
"hang",6896,26484840,56.52
"skin",6895,26491735,56.53
"pressure",6893,26498628,56.55
"individual",6872,26505500,56.56
"professional",6872,26512372,56.58
"salt",6871,26519243,56.59
"firm",6870,26526113,56.61
"yo",6865,26532978,56.62
"february",6864,26539842,56.64
"subject",6862,26546704,56.65
"hits",6860,26553564,56.67
"miami",6859,26560423,56.68
"classes",6857,26567280,56.69
"battle",6850,26574130,56.71
"sauce",6838,26580968,56.72
"spread",6837,26587805,56.74
"window",6829,26594634,56.75
"december",6824,26601458,56.77
"dogs",6822,26608280,56.78
"governor",6811,26615091,56.8
"investigation",6800,26621891,56.81
"dollars",6797,26628688,56.83
"shut",6797,26635485,56.84
"century",6782,26642267,56.85
"businesses",6776,26649043,56.87
"guard",6772,26655815,56.88
"pulled",6771,26662586,56.9
"williams",6757,26669343,56.91
"cat",6751,26676094,56.93
"surprised",6750,26682844,56.94
"jack",6747,26689591,56.96
"fund",6745,26696336,56.97
"camp",6740,26703076,56.98
"pink",6740,26709816,57
"seconds",6739,26716555,57.01
"tells",6736,26723291,57.03
"excellent",6735,26730026,57.04
"kick",6734,26736760,57.06
"episode",6732,26743492,57.07
"detroit",6717,26750209,57.09
"cuts",6708,26756917,57.1
"somebody",6707,26763624,57.11
"physical",6705,26770329,57.13
"benefit",6704,26777033,57.14
"debt",6704,26783737,57.16
"thinks",6703,26790440,57.17
"knowledge",6693,26797133,57.19
"bet",6692,26803825,57.2
"reached",6687,26810512,57.21
"trial",6686,26817198,57.23
"commercial",6675,26823873,57.24
"direction",6669,26830542,57.26
"avenue",6668,26837210,57.27
"parking",6666,26843876,57.29
"holy",6654,26850530,57.3
"selling",6649,26857179,57.31
"martin",6642,26863821,57.33
"skills",6641,26870462,57.34
"rule",6636,26877098,57.36
"magic",6632,26883730,57.37
"creating",6624,26890354,57.38
"clothes",6611,26896965,57.4
"gov",6595,26903560,57.41
"source",6595,26910155,57.43
"commission",6579,26916734,57.44
"fantastic",6577,26923311,57.45
"mouth",6575,26929886,57.47
"mary",6573,26936459,57.48
"section",6573,26943032,57.5
"helps",6571,26949603,57.51
"notes",6571,26956174,57.52
"approach",6556,26962730,57.54
"digital",6547,26969277,57.55
"limited",6524,26975801,57.57
"global",6520,26982321,57.58
"baltimore",6519,26988840,57.59
"largest",6519,26995359,57.61
"inspired",6511,27001870,57.62
"yea",6508,27008378,57.64
"delicious",6507,27014885,57.65
"likes",6506,27021391,57.66
"beauty",6503,27027894,57.68
"necessary",6501,27034395,57.69
"continued",6498,27040893,57.71
"buying",6489,27047382,57.72
"stuck",6484,27053866,57.73
"arts",6477,27060343,57.75
"flight",6477,27066820,57.76
"grade",6472,27073292,57.77
"pro",6464,27079756,57.79
"paying",6461,27086217,57.8
"push",6457,27092674,57.82
"construction",6456,27099130,57.83
"opinion",6449,27105579,57.84
"joy",6443,27112022,57.86
"host",6442,27118464,57.87
"coast",6439,27124903,57.88
"cooking",6436,27131339,57.9
"fill",6429,27137768,57.91
"ticket",6429,27144197,57.93
"mile",6426,27150623,57.94
"cast",6425,27157048,57.95
"closer",6425,27163473,57.97
"traditional",6425,27169898,57.98
"mid",6422,27176320,57.99
"willing",6422,27182742,58.01
"dropped",6419,27189161,58.02
"competition",6412,27195573,58.04
"anti",6410,27201983,58.05
"jim",6409,27208392,58.06
"happening",6397,27214789,58.08
"designed",6396,27221185,58.09
"efforts",6391,27227576,58.1
"em",6391,27233967,58.12
"covered",6382,27240349,58.13
"wind",6382,27246731,58.14
"movement",6381,27253112,58.16
"ladies",6378,27259490,58.17
"celebrate",6375,27265865,58.19
"congress",6372,27272237,58.2
"jackson",6364,27278601,58.21
"ends",6363,27284964,58.23
"yard",6356,27291320,58.24
"milk",6348,27297668,58.25
"spokesman",6348,27304016,58.27
"nba",6342,27310358,58.28
"provided",6335,27316693,58.29
"pair",6331,27323024,58.31
"slightly",6330,27329354,58.32
"readers",6323,27335677,58.33
"ugh",6313,27341990,58.35
"menu",6304,27348294,58.36
"justin",6303,27354597,58.38
"tip",6301,27360898,58.39
"denver",6296,27367194,58.4
"stick",6291,27373485,58.42
"carry",6287,27379772,58.43
"republicans",6286,27386058,58.44
"talent",6275,27392333,58.46
"artists",6272,27398605,58.47
"august",6272,27404877,58.48
"bridge",6268,27411145,58.5
"stores",6265,27417410,58.51
"schedule",6264,27423674,58.52
"sea",6255,27429929,58.54
"enjoying",6254,27436183,58.55
"shall",6253,27442436,58.56
"famous",6250,27448686,58.58
"british",6249,27454935,58.59
"rates",6247,27461182,58.6
"greatest",6245,27467427,58.62
"bread",6239,27473666,58.63
"thousands",6236,27479902,58.64
"moments",6233,27486135,58.66
"october",6228,27492363,58.67
"arrested",6225,27498588,58.68
"location",6224,27504812,58.7
"published",6224,27511036,58.71
"shout",6222,27517258,58.72
"additional",6211,27523469,58.74
"setting",6207,27529676,58.75
"honor",6204,27535880,58.76
"fly",6183,27542063,58.78
"stadium",6178,27548241,58.79
"prison",6163,27554404,58.8
"teaching",6161,27560565,58.81
"easter",6145,27566710,58.83
"serving",6127,27572837,58.84
"becoming",6126,27578963,58.85
"pool",6115,27585078,58.87
"options",6114,27591192,58.88
"mobile",6109,27597301,58.89
"returned",6109,27603410,58.91
"singing",6107,27609517,58.92
"region",6090,27615607,58.93
"freedom",6081,27621688,58.95
"changing",6077,27627765,58.96
"pages",6077,27633842,58.97
"keeps",6076,27639918,58.98
"golden",6075,27645993,59
"grew",6071,27652064,59.01
"forced",6070,27658134,59.02
"rise",6063,27664197,59.04
"driver",6061,27670258,59.05
"peter",6061,27676319,59.06
"authorities",6042,27682361,59.07
"features",6042,27688403,59.09
"bright",6041,27694444,59.1
"everyday",6041,27700485,59.11
"foundation",6040,27706525,59.13
"jump",6040,27712565,59.14
"primary",6026,27718591,59.15
"possibly",6019,27724610,59.16
"iphone",6016,27730626,59.18
"highly",6008,27736634,59.19
"fighting",5987,27742621,59.2
"fellow",5985,27748606,59.22
"specific",5976,27754582,59.23
"matt",5972,27760554,59.24
"meat",5966,27766520,59.25
"mission",5960,27772480,59.27
"kinda",5959,27778439,59.28
"unique",5959,27784398,59.29
"september",5948,27790346,59.3
"treatment",5947,27796293,59.32
"turning",5943,27802236,59.33
"airport",5937,27808173,59.34
"cry",5933,27814106,59.36
"flowers",5931,27820037,59.37
"explain",5929,27825966,59.38
"prepared",5927,27831893,59.39
"scheduled",5926,27837819,59.41
"yards",5918,27843737,59.42
"alive",5917,27849654,59.43
"democratic",5912,27855566,59.44
"noticed",5908,27861474,59.46
"trees",5905,27867379,59.47
"code",5904,27873283,59.48
"attempt",5899,27879182,59.49
"christie",5898,27885080,59.51
"vegas",5896,27890976,59.52
"begins",5889,27896865,59.53
"countries",5886,27902751,59.54
"significant",5886,27908637,59.56
"purpose",5885,27914522,59.57
"random",5885,27920407,59.58
"feature",5879,27926286,59.6
"unfortunately",5879,27932165,59.61
"europe",5873,27938038,59.62
"fruit",5873,27943911,59.63
"option",5873,27949784,59.65
"enter",5869,27955653,59.66
"agent",5863,27961516,59.67
"dc",5862,27967378,59.68
"promise",5857,27973235,59.7
"fully",5854,27979089,59.71
"forgot",5852,27984941,59.72
"majority",5846,27990787,59.73
"speech",5846,27996633,59.75
"theme",5846,28002479,59.76
"western",5838,28008317,59.77
"path",5834,28014151,59.78
"treat",5834,28019985,59.8
"nyc",5827,28025812,59.81
"bottle",5826,28031638,59.82
"powerful",5816,28037454,59.83
"teach",5811,28043265,59.84
"claim",5804,28049069,59.86
"resources",5804,28054873,59.87
"diego",5801,28060674,59.88
"handle",5797,28066471,59.89
"patients",5797,28072268,59.91
"paint",5785,28078053,59.92
"bob",5783,28083836,59.93
"greater",5779,28089615,59.94
"standard",5773,28095388,59.96
"soft",5769,28101157,59.97
"quiet",5759,28106916,59.98
"female",5758,28112674,59.99
"mentioned",5755,28118429,60.01
"television",5755,28124184,60.02
"democrats",5754,28129938,60.03
"literally",5752,28135690,60.04
"charles",5751,28141441,60.05
"mountain",5751,28147192,60.07
"journey",5750,28152942,60.08
"herself",5748,28158690,60.09
"meaning",5745,28164435,60.1
"protect",5745,28170180,60.12
"civil",5743,28175923,60.13
"authority",5734,28181657,60.14
"becomes",5734,28187391,60.15
"gotten",5733,28193124,60.16
"owners",5733,28198857,60.18
"houston",5728,28204585,60.19
"miller",5726,28210311,60.2
"seattle",5720,28216031,60.21
"tiny",5719,28221750,60.23
"continues",5718,28227468,60.24
"measure",5715,28233183,60.25
"strength",5711,28238894,60.26
"cities",5707,28244601,60.27
"magazine",5704,28250305,60.29
"labor",5703,28256008,60.3
"gym",5701,28261709,60.31
"levels",5701,28267410,60.32
"southern",5693,28273103,60.34
"purchase",5684,28278787,60.35
"draw",5682,28284469,60.36
"bringing",5676,28290145,60.37
"revenue",5673,28295818,60.38
"amazon",5670,28301488,60.4
"appear",5664,28307152,60.41
"brings",5663,28312815,60.42
"decisions",5657,28318472,60.43
"tech",5657,28324129,60.44
"posts",5654,28329783,60.46
"capital",5651,28335434,60.47
"balance",5650,28341084,60.48
"missouri",5647,28346731,60.49
"laws",5642,28352373,60.5
"edge",5639,28358012,60.52
"championship",5630,28363642,60.53
"memory",5629,28369271,60.54
"status",5625,28374896,60.55
"tournament",5621,28380517,60.56
"campus",5619,28386136,60.58
"lie",5617,28391753,60.59
"images",5611,28397364,60.6
"machine",5602,28402966,60.61
"michigan",5598,28408564,60.62
"injury",5591,28414155,60.64
"improve",5588,28419743,60.65
"leadership",5586,28425329,60.66
"funding",5584,28430913,60.67
"actual",5579,28436492,60.68
"division",5575,28442067,60.7
"bunch",5574,28447641,60.71
"progress",5571,28453212,60.72
"meal",5567,28458779,60.73
"youth",5561,28464340,60.74
"usual",5560,28469900,60.76
"background",5558,28475458,60.77
"compared",5555,28481013,60.78
"appeared",5554,28486567,60.79
"copy",5554,28492121,60.8
"crew",5553,28497674,60.81
"da",5540,28503214,60.83
"joined",5537,28508751,60.84
"agreement",5533,28514284,60.85
"afraid",5532,28519816,60.86
"wins",5529,28525345,60.87
"lately",5522,28530867,60.89
"streets",5522,28536389,60.9
"tho",5522,28541911,60.91
"santa",5519,28547430,60.92
"exercise",5517,28552947,60.93
"discovered",5515,28558462,60.94
"appears",5511,28563973,60.96
"pack",5511,28569484,60.97
"breaking",5501,28574985,60.98
"bike",5496,28580481,60.99
"rice",5496,28585977,61
"extremely",5495,28591472,61.01
"gorgeous",5493,28596965,61.03
"hanging",5492,28602457,61.04
"lee",5491,28607948,61.05
"update",5490,28613438,61.06
"nights",5482,28618920,61.07
"accept",5477,28624397,61.08
"sing",5472,28629869,61.1
"contest",5467,28635336,61.11
"apart",5464,28640800,61.12
"master",5463,28646263,61.13
"target",5456,28651719,61.14
"wood",5454,28657173,61.15
"faces",5453,28662626,61.17
"offering",5453,28668079,61.18
"boyfriend",5450,28673529,61.19
"net",5450,28678979,61.2
"grown",5449,28684428,61.21
"tim",5448,28689876,61.22
"debate",5442,28695318,61.24
"signs",5442,28700760,61.25
"apartment",5441,28706201,61.26
"parties",5438,28711639,61.27
"farm",5431,28717070,61.28
"guilty",5427,28722497,61.29
"vehicle",5424,28727921,61.31
"multiple",5423,28733344,61.32
"birth",5421,28738765,61.33
"army",5417,28744182,61.34
"honest",5413,28749595,61.35
"aside",5408,28755003,61.36
"fix",5401,28760404,61.38
"row",5390,28765794,61.39
"activities",5389,28771183,61.4
"bear",5378,28776561,61.41
"partner",5374,28781935,61.42
"seeking",5374,28787309,61.43
"politics",5370,28792679,61.44
"colorado",5365,28798044,61.46
"mothers",5358,28803402,61.47
"complex",5354,28808756,61.48
"steps",5352,28814108,61.49
"animal",5346,28819454,61.5
"sides",5346,28824800,61.51
"wondering",5346,28830146,61.52
"discussion",5345,28835491,61.54
"shape",5343,28840834,61.55
"filed",5331,28846165,61.56
"advantage",5322,28851487,61.57
"demand",5313,28856800,61.58
"damage",5308,28862108,61.59
"inspiration",5299,28867407,61.6
"acting",5284,28872691,61.61
"mexico",5284,28877975,61.63
"managed",5283,28883258,61.64
"hopes",5280,28888538,61.65
"golf",5277,28893815,61.66
"direct",5276,28899091,61.67
"basic",5275,28904366,61.68
"concerned",5265,28909631,61.69
"davis",5262,28914893,61.7
"arms",5260,28920153,61.72
"foreign",5243,28925396,61.73
"considering",5242,28930638,61.74
"larger",5242,28935880,61.75
"van",5241,28941121,61.76
"yellow",5239,28946360,61.77
"described",5235,28951595,61.78
"surgery",5233,28956828,61.79
"frank",5232,28962060,61.81
"friendly",5227,28967287,61.82
"shared",5226,28972513,61.83
"kevin",5220,28977733,61.84
"remove",5216,28982949,61.85
"sky",5215,28988164,61.86
"tweeting",5215,28993379,61.87
"degrees",5214,28998593,61.88
"truck",5207,29003800,61.89
"era",5206,29009006,61.91
"focused",5199,29014205,61.92
"giants",5199,29019404,61.93
"heads",5199,29024603,61.94
"younger",5199,29029802,61.95
"pan",5198,29035000,61.96
"assistant",5197,29040197,61.97
"smaller",5196,29045393,61.98
"theater",5195,29050588,61.99
"hop",5192,29055780,62.01
"variety",5190,29060970,62.02
"ending",5188,29066158,62.03
"wit",5186,29071344,62.04
"request",5185,29076529,62.05
"investment",5183,29081712,62.06
"films",5182,29086894,62.07
"lights",5181,29092075,62.08
"aware",5177,29097252,62.09
"egg",5174,29102426,62.1
"candidate",5172,29107598,62.12
"customer",5171,29112769,62.13
"falling",5170,29117939,62.14
"brothers",5165,29123104,62.15
"craft",5162,29128266,62.16
"expensive",5161,29133427,62.17
"funds",5159,29138586,62.18
"hitting",5148,29143734,62.19
"jr",5148,29148882,62.2
"sucks",5145,29154027,62.22
