"value","count","cumsum","pct"
"kindled",50,46377273,98.97
"kwanzaa",50,46377323,98.97
"laziest",50,46377373,98.97
"legible",50,46377423,98.97
"lessens",50,46377473,98.97
"longings",50,46377523,98.97
"loosed",50,46377573,98.97
"macias",50,46377623,98.97
"mackinac",50,46377673,98.97
"malfeasance",50,46377723,98.97
"masher",50,46377773,98.97
"masseuse",50,46377823,98.97
"meaningfully",50,46377873,98.97
"millimeters",50,46377923,98.97
"ministering",50,46377973,98.97
"miro",50,46378023,98.97
"misspell",50,46378073,98.97
"motherly",50,46378123,98.97
"mutated",50,46378173,98.97
"nabokov",50,46378223,98.97
"namath",50,46378273,98.97
"neutron",50,46378323,98.97
"nobodies",50,46378373,98.97
"normality",50,46378423,98.97
"nudges",50,46378473,98.97
"obscures",50,46378523,98.97
"outlawing",50,46378573,98.97
"outtakes",50,46378623,98.97
"overstate",50,46378673,98.97
"parsing",50,46378723,98.97
"peacemaker",50,46378773,98.97
"percolating",50,46378823,98.97
"periodicals",50,46378873,98.97
"permeate",50,46378923,98.97
"petulant",50,46378973,98.97
"piccolo",50,46379023,98.97
"pomegranates",50,46379073,98.97
"porcupine",50,46379123,98.97
"preponderance",50,46379173,98.97
"professing",50,46379223,98.97
"quark",50,46379273,98.97
"rampaging",50,46379323,98.97
"rarities",50,46379373,98.97
"ravages",50,46379423,98.97
"reachable",50,46379473,98.97
"reassessment",50,46379523,98.97
"redecorating",50,46379573,98.97
"redgrave",50,46379623,98.97
"rena",50,46379673,98.97
"reprisals",50,46379723,98.97
"reptilian",50,46379773,98.98
"robson",50,46379823,98.98
"rocha",50,46379873,98.98
"roughest",50,46379923,98.98
"sabotaging",50,46379973,98.98
"sarajevo",50,46380023,98.98
"savant",50,46380073,98.98
"scalpel",50,46380123,98.98
"scorch",50,46380173,98.98
"sharpener",50,46380223,98.98
"showgirls",50,46380273,98.98
"shuffles",50,46380323,98.98
"silvers",50,46380373,98.98
"skimp",50,46380423,98.98
"skirted",50,46380473,98.98
"skylights",50,46380523,98.98
"slashes",50,46380573,98.98
"slough",50,46380623,98.98
"slyly",50,46380673,98.98
"smirking",50,46380723,98.98
"snooping",50,46380773,98.98
"snooty",50,46380823,98.98
"snuffed",50,46380873,98.98
"spearheading",50,46380923,98.98
"squires",50,46380973,98.98
"stiffened",50,46381023,98.98
"stomps",50,46381073,98.98
"strenuously",50,46381123,98.98
"sufferer",50,46381173,98.98
"swaggering",50,46381223,98.98
"symphonies",50,46381273,98.98
"synthesizers",50,46381323,98.98
"tacks",50,46381373,98.98
"tardiness",50,46381423,98.98
"taxonomy",50,46381473,98.98
"tendrils",50,46381523,98.98
"termites",50,46381573,98.98
"throwers",50,46381623,98.98
"tombstones",50,46381673,98.98
"trumpeted",50,46381723,98.98
"truthfulness",50,46381773,98.98
"tryst",50,46381823,98.98
"ugandan",50,46381873,98.98
"uncommonly",50,46381923,98.98
"underwrite",50,46381973,98.98
"unevenly",50,46382023,98.98
"unstructured",50,46382073,98.98
"urdu",50,46382123,98.98
"utensil",50,46382173,98.98
"vacuous",50,46382223,98.98
"wadi",50,46382273,98.98
"wesson",50,46382323,98.98
"wicks",50,46382373,98.98
"wiry",50,46382423,98.98
"yogis",50,46382473,98.98
"abandons",49,46382522,98.98
"abated",49,46382571,98.98
"abstractions",49,46382620,98.98
"adhesives",49,46382669,98.98
"agonized",49,46382718,98.98
"albania",49,46382767,98.98
"aligns",49,46382816,98.98
"alumna",49,46382865,98.98
"ancients",49,46382914,98.98
"angkor",49,46382963,98.98
"annabel",49,46383012,98.98
"annihilated",49,46383061,98.98
"appendage",49,46383110,98.98
"aquariums",49,46383159,98.98
"archway",49,46383208,98.98
"aspca",49,46383257,98.98
"astonish",49,46383306,98.98
"attributing",49,46383355,98.98
"banquets",49,46383404,98.98
"baptiste",49,46383453,98.98
"barreling",49,46383502,98.98
"barrister",49,46383551,98.98
"beekeeping",49,46383600,98.98
"beeps",49,46383649,98.98
"bellows",49,46383698,98.98
"betrayals",49,46383747,98.98
"bicep",49,46383796,98.98
"blared",49,46383845,98.98
"blasphemous",49,46383894,98.98
"bleaching",49,46383943,98.98
"bloating",49,46383992,98.98
"bloomer",49,46384041,98.98
"bonhoeffer",49,46384090,98.98
"boycotted",49,46384139,98.98
"brandenburg",49,46384188,98.98
"bushels",49,46384237,98.98
"cacti",49,46384286,98.98
"cadmium",49,46384335,98.98
"cementing",49,46384384,98.98
"centaur",49,46384433,98.98
"cesspool",49,46384482,98.99
"chapped",49,46384531,98.99
"chariots",49,46384580,98.99
"chennai",49,46384629,98.99
"chickenpox",49,46384678,98.99
"chromosomes",49,46384727,98.99
"coldness",49,46384776,98.99
"complementing",49,46384825,98.99
"completeness",49,46384874,98.99
"conformed",49,46384923,98.99
"consecrated",49,46384972,98.99
"continuance",49,46385021,98.99
"converging",49,46385070,98.99
"corleone",49,46385119,98.99
"corroborated",49,46385168,98.99
"crisped",49,46385217,98.99
"cthulhu",49,46385266,98.99
"cunard",49,46385315,98.99
"decomposing",49,46385364,98.99
"deforestation",49,46385413,98.99
"detectable",49,46385462,98.99
"detritus",49,46385511,98.99
"disapproved",49,46385560,98.99
"discloses",49,46385609,98.99
"dissenters",49,46385658,98.99
"diversifying",49,46385707,98.99
"domineering",49,46385756,98.99
"dormitories",49,46385805,98.99
"dorset",49,46385854,98.99
"downturns",49,46385903,98.99
"downy",49,46385952,98.99
"drapery",49,46386001,98.99
"drowns",49,46386050,98.99
"dubbing",49,46386099,98.99
"edgier",49,46386148,98.99
"eisner",49,46386197,98.99
"entrust",49,46386246,98.99
"epistle",49,46386295,98.99
"extraterrestrial",49,46386344,98.99
"fabricate",49,46386393,98.99
"falklands",49,46386442,98.99
"fearfully",49,46386491,98.99
"fenders",49,46386540,98.99
"firecracker",49,46386589,98.99
"flings",49,46386638,98.99
"forbade",49,46386687,98.99
"forester",49,46386736,98.99
"foretold",49,46386785,98.99
"geologic",49,46386834,98.99
"girlish",49,46386883,98.99
"gloating",49,46386932,98.99
"gnats",49,46386981,98.99
"halcyon",49,46387030,98.99
"heroically",49,46387079,98.99
"hunkered",49,46387128,98.99
"imelda",49,46387177,98.99
"immeasurably",49,46387226,98.99
"imprison",49,46387275,98.99
"inexorably",49,46387324,98.99
"infernal",49,46387373,98.99
"innately",49,46387422,98.99
"intelligentsia",49,46387471,98.99
"interjected",49,46387520,98.99
"interlocking",49,46387569,98.99
"irrefutable",49,46387618,98.99
"irritability",49,46387667,98.99
"islander",49,46387716,98.99
"itemized",49,46387765,98.99
"jaclyn",49,46387814,98.99
"jeeps",49,46387863,98.99
"jotted",49,46387912,98.99
"journeyed",49,46387961,98.99
"juggler",49,46388010,98.99
"jurist",49,46388059,98.99
"keener",49,46388108,98.99
"kidnapper",49,46388157,98.99
"languid",49,46388206,98.99
"leathery",49,46388255,98.99
"livery",49,46388304,98.99
"lorena",49,46388353,98.99
"lusting",49,46388402,98.99
"lye",49,46388451,98.99
"madelyn",49,46388500,98.99
"madge",49,46388549,98.99
"manipulators",49,46388598,98.99
"manitoba",49,46388647,98.99
"meaner",49,46388696,98.99
"meditated",49,46388745,98.99
"mejia",49,46388794,98.99
"mended",49,46388843,98.99
"mendelssohn",49,46388892,98.99
"methodologies",49,46388941,98.99
"microwaved",49,46388990,98.99
"midwinter",49,46389039,98.99
"mingus",49,46389088,98.99
"minion",49,46389137,99
"misdirected",49,46389186,99
"misdirection",49,46389235,99
"mohair",49,46389284,99
"moribund",49,46389333,99
"motherland",49,46389382,99
"nectarines",49,46389431,99
"noes",49,46389480,99
"notables",49,46389529,99
"novellas",49,46389578,99
"octavio",49,46389627,99
"omitting",49,46389676,99
"outed",49,46389725,99
"outsize",49,46389774,99
"overreaction",49,46389823,99
"paddled",49,46389872,99
"paraphrased",49,46389921,99
"pcb",49,46389970,99
"pees",49,46390019,99
"pensive",49,46390068,99
"permanence",49,46390117,99
"pervades",49,46390166,99
"pigments",49,46390215,99
"pinstripes",49,46390264,99
"pinter",49,46390313,99
"politic",49,46390362,99
"posses",49,46390411,99
"potentials",49,46390460,99
"precipitous",49,46390509,99
"previewed",49,46390558,99
"probationary",49,46390607,99
"procrastinated",49,46390656,99
"progressions",49,46390705,99
"prokofiev",49,46390754,99
"prolonging",49,46390803,99
"propping",49,46390852,99
"prospecting",49,46390901,99
"punted",49,46390950,99
"queued",49,46390999,99
"quicksilver",49,46391048,99
"radioactivity",49,46391097,99
"ragout",49,46391146,99
"rasp",49,46391195,99
"reek",49,46391244,99
"referendums",49,46391293,99
"referential",49,46391342,99
"rehired",49,46391391,99
"repainted",49,46391440,99
"replenishing",49,46391489,99
"resourcefulness",49,46391538,99
"roofed",49,46391587,99
"salve",49,46391636,99
"sameness",49,46391685,99
"sapped",49,46391734,99
"schema",49,46391783,99
"seaman",49,46391832,99
"sewerage",49,46391881,99
"sleepiness",49,46391930,99
"slogging",49,46391979,99
"sniffs",49,46392028,99
"snowshoe",49,46392077,99
"specialization",49,46392126,99
"speedster",49,46392175,99
"spenser",49,46392224,99
"spiraled",49,46392273,99
"splendidly",49,46392322,99
"sponging",49,46392371,99
"spools",49,46392420,99
"sprees",49,46392469,99
"squatter",49,46392518,99
"startlingly",49,46392567,99
"stillborn",49,46392616,99
"stimulant",49,46392665,99
"stoning",49,46392714,99
"strangulation",49,46392763,99
"stubs",49,46392812,99
"sumatra",49,46392861,99
"supplementing",49,46392910,99
"tabbed",49,46392959,99
"taffeta",49,46393008,99
"taipei",49,46393057,99
"takeovers",49,46393106,99
"teflon",49,46393155,99
"thistledown",49,46393204,99
"tong",49,46393253,99
"trample",49,46393302,99
"trams",49,46393351,99
"triathlons",49,46393400,99
"turtleneck",49,46393449,99
"twa",49,46393498,99
"twitting",49,46393547,99
"uncorked",49,46393596,99
"unflinching",49,46393645,99
"unworkable",49,46393694,99
"upland",49,46393743,99
"uplifted",49,46393792,99
"utterance",49,46393841,99.01
"vastness",49,46393890,99.01
"viscous",49,46393939,99.01
"weakly",49,46393988,99.01
"wedgie",49,46394037,99.01
"wintertime",49,46394086,99.01
"woodsy",49,46394135,99.01
"yorktown",49,46394184,99.01
"ypsilanti",49,46394233,99.01
"zooms",49,46394282,99.01
"accrue",48,46394330,99.01
"adjournment",48,46394378,99.01
"aliases",48,46394426,99.01
"alpert",48,46394474,99.01
"amorphous",48,46394522,99.01
"anguished",48,46394570,99.01
"apolitical",48,46394618,99.01
"armand",48,46394666,99.01
"arrays",48,46394714,99.01
"aryan",48,46394762,99.01
"ashcroft",48,46394810,99.01
"auctioning",48,46394858,99.01
"balinese",48,46394906,99.01
"bandaged",48,46394954,99.01
"basemen",48,46395002,99.01
"befriends",48,46395050,99.01
"berating",48,46395098,99.01
"bewitched",48,46395146,99.01
"biddle",48,46395194,99.01
"biopsies",48,46395242,99.01
"bitched",48,46395290,99.01
"bonny",48,46395338,99.01
"bork",48,46395386,99.01
"bouncers",48,46395434,99.01
"brahma",48,46395482,99.01
"bumblebee",48,46395530,99.01
"bumpers",48,46395578,99.01
"bunts",48,46395626,99.01
"bureaucracies",48,46395674,99.01
"buts",48,46395722,99.01
"canons",48,46395770,99.01
"carelessness",48,46395818,99.01
"carranza",48,46395866,99.01
"celibacy",48,46395914,99.01
"cellulite",48,46395962,99.01
"chimpanzees",48,46396010,99.01
"chutes",48,46396058,99.01
"coalesced",48,46396106,99.01
"cockney",48,46396154,99.01
"compiles",48,46396202,99.01
"conceals",48,46396250,99.01
"condensation",48,46396298,99.01
"consequential",48,46396346,99.01
"constraint",48,46396394,99.01
"contaminate",48,46396442,99.01
"conveniences",48,46396490,99.01
"coops",48,46396538,99.01
"cored",48,46396586,99.01
"cornerstones",48,46396634,99.01
"cortisone",48,46396682,99.01
"cowgirls",48,46396730,99.01
"crevices",48,46396778,99.01
"crocodiles",48,46396826,99.01
"culling",48,46396874,99.01
"cuzco",48,46396922,99.01
"cymbals",48,46396970,99.01
"dais",48,46397018,99.01
"decimal",48,46397066,99.01
"decomposition",48,46397114,99.01
"descartes",48,46397162,99.01
"destabilize",48,46397210,99.01
"devotions",48,46397258,99.01
"dings",48,46397306,99.01
"disappointingly",48,46397354,99.01
"disliking",48,46397402,99.01
"dousing",48,46397450,99.01
"dreamlike",48,46397498,99.01
"educates",48,46397546,99.01
"effecting",48,46397594,99.01
"elba",48,46397642,99.01
"elbowing",48,46397690,99.01
"electives",48,46397738,99.01
"erratically",48,46397786,99.01
"esteban",48,46397834,99.01
"faintest",48,46397882,99.01
"fallible",48,46397930,99.01
"filly",48,46397978,99.01
"fiver",48,46398026,99.01
"foolproof",48,46398074,99.01
"forgetfulness",48,46398122,99.01
"friendliest",48,46398170,99.01
"gad",48,46398218,99.01
"gemstones",48,46398266,99.01
"glares",48,46398314,99.01
"glum",48,46398362,99.01
"guelph",48,46398410,99.01
"hermitage",48,46398458,99.01
"hibernating",48,46398506,99.02
"hildebrand",48,46398554,99.02
"hinders",48,46398602,99.02
"hms",48,46398650,99.02
"housewares",48,46398698,99.02
"inequities",48,46398746,99.02
"inflame",48,46398794,99.02
"inflection",48,46398842,99.02
"insignia",48,46398890,99.02
"interfacing",48,46398938,99.02
"internalize",48,46398986,99.02
"irritant",48,46399034,99.02
"janitorial",48,46399082,99.02
"jettison",48,46399130,99.02
"jurisdictional",48,46399178,99.02
"kenyans",48,46399226,99.02
"knockouts",48,46399274,99.02
"kristie",48,46399322,99.02
"lambasted",48,46399370,99.02
"lithuanian",48,46399418,99.02
"lora",48,46399466,99.02
"lynnette",48,46399514,99.02
"mahabharata",48,46399562,99.02
"mantis",48,46399610,99.02
"mauritius",48,46399658,99.02
"megabytes",48,46399706,99.02
"misconstrued",48,46399754,99.02
"mishandling",48,46399802,99.02
"moderators",48,46399850,99.02
"mondrian",48,46399898,99.02
"moored",48,46399946,99.02
"mountaineer",48,46399994,99.02
"nagy",48,46400042,99.02
"narcissus",48,46400090,99.02
"nauseated",48,46400138,99.02
"nightgown",48,46400186,99.02
"nonverbal",48,46400234,99.02
"nth",48,46400282,99.02
"offstage",48,46400330,99.02
"oink",48,46400378,99.02
"orwellian",48,46400426,99.02
"overlord",48,46400474,99.02
"overwrought",48,46400522,99.02
"oxen",48,46400570,99.02
"parlay",48,46400618,99.02
"pedagogical",48,46400666,99.02
"periodical",48,46400714,99.02
"permissive",48,46400762,99.02
"pernicious",48,46400810,99.02
"perpendicular",48,46400858,99.02
"perturbed",48,46400906,99.02
"pimento",48,46400954,99.02
"pirouette",48,46401002,99.02
"plurality",48,46401050,99.02
"pocketing",48,46401098,99.02
"politburo",48,46401146,99.02
"ponders",48,46401194,99.02
"pressurized",48,46401242,99.02
"presuming",48,46401290,99.02
"primeval",48,46401338,99.02
"privates",48,46401386,99.02
"pronouns",48,46401434,99.02
"publican",48,46401482,99.02
"recharged",48,46401530,99.02
"rehabilitating",48,46401578,99.02
"reinstall",48,46401626,99.02
"relearn",48,46401674,99.02
"remembrances",48,46401722,99.02
"remit",48,46401770,99.02
"renoir",48,46401818,99.02
"repairman",48,46401866,99.02
"resentments",48,46401914,99.02
"reticent",48,46401962,99.02
"riser",48,46402010,99.02
"rosemarie",48,46402058,99.02
"rosettes",48,46402106,99.02
"roundhouse",48,46402154,99.02
"rumpled",48,46402202,99.02
"runaways",48,46402250,99.02
"safes",48,46402298,99.02
"salsas",48,46402346,99.02
"scopes",48,46402394,99.02
"scraper",48,46402442,99.02
"scrunched",48,46402490,99.02
"shamefully",48,46402538,99.02
"shudders",48,46402586,99.02
"signers",48,46402634,99.02
"sikhs",48,46402682,99.02
"skydive",48,46402730,99.02
"slacked",48,46402778,99.02
"slicker",48,46402826,99.02
"sniffle",48,46402874,99.02
"southerner",48,46402922,99.02
"spenders",48,46402970,99.02
"spineless",48,46403018,99.02
"spinster",48,46403066,99.02
"sprightly",48,46403114,99.02
"squeaks",48,46403162,99.02
"squinted",48,46403210,99.03
"staccato",48,46403258,99.03
"steamers",48,46403306,99.03
"suckling",48,46403354,99.03
"suffocation",48,46403402,99.03
"sugarcane",48,46403450,99.03
"summarizing",48,46403498,99.03
"tastefully",48,46403546,99.03
"theorized",48,46403594,99.03
"thrashed",48,46403642,99.03
"transcribing",48,46403690,99.03
"trappist",48,46403738,99.03
"travelogue",48,46403786,99.03
"tricking",48,46403834,99.03
"trod",48,46403882,99.03
"tweezers",48,46403930,99.03
"unfriend",48,46403978,99.03
"unisex",48,46404026,99.03
"unrecognized",48,46404074,99.03
"unsupported",48,46404122,99.03
"usaf",48,46404170,99.03
"valhalla",48,46404218,99.03
"vexed",48,46404266,99.03
"waddle",48,46404314,99.03
"wails",48,46404362,99.03
"warships",48,46404410,99.03
"whitewash",48,46404458,99.03
"wimps",48,46404506,99.03
"wining",48,46404554,99.03
"wooten",48,46404602,99.03
"abernathy",47,46404649,99.03
"abetting",47,46404696,99.03
"alfresco",47,46404743,99.03
"alms",47,46404790,99.03
"anachronism",47,46404837,99.03
"antibody",47,46404884,99.03
"armenians",47,46404931,99.03
"asymmetrical",47,46404978,99.03
"autumnal",47,46405025,99.03
"avoidable",47,46405072,99.03
"baccalaureate",47,46405119,99.03
"bade",47,46405166,99.03
"bassinet",47,46405213,99.03
"bazillion",47,46405260,99.03
"bebop",47,46405307,99.03
"befall",47,46405354,99.03
"begets",47,46405401,99.03
"bemoan",47,46405448,99.03
"blowouts",47,46405495,99.03
"bolsters",47,46405542,99.03
"boozing",47,46405589,99.03
"bough",47,46405636,99.03
"braiding",47,46405683,99.03
"breadwinner",47,46405730,99.03
"breech",47,46405777,99.03
"buzzard",47,46405824,99.03
"cabral",47,46405871,99.03
"carissa",47,46405918,99.03
"cassia",47,46405965,99.03
"celibate",47,46406012,99.03
"choppers",47,46406059,99.03
"chumps",47,46406106,99.03
"clorox",47,46406153,99.03
"condoning",47,46406200,99.03
"conforms",47,46406247,99.03
"consciences",47,46406294,99.03
"constitutions",47,46406341,99.03
"corinth",47,46406388,99.03
"corkscrew",47,46406435,99.03
"creak",47,46406482,99.03
"crisco",47,46406529,99.03
"decorators",47,46406576,99.03
"delinquencies",47,46406623,99.03
"dermatology",47,46406670,99.03
"detested",47,46406717,99.03
"didactic",47,46406764,99.03
"dimmer",47,46406811,99.03
"displacing",47,46406858,99.03
"disrupts",47,46406905,99.03
"dividers",47,46406952,99.03
"doctored",47,46406999,99.03
"dollops",47,46407046,99.03
"dowager",47,46407093,99.03
"drenching",47,46407140,99.03
"dressy",47,46407187,99.03
"dupe",47,46407234,99.03
"earthen",47,46407281,99.03
"educations",47,46407328,99.03
"electrodes",47,46407375,99.03
"eloy",47,46407422,99.03
"epithet",47,46407469,99.03
"essie",47,46407516,99.03
"eventuality",47,46407563,99.03
"exclaiming",47,46407610,99.03
"exempts",47,46407657,99.03
"extolling",47,46407704,99.03
"fashionably",47,46407751,99.03
"feckless",47,46407798,99.03
"fifths",47,46407845,99.03
"fingering",47,46407892,99.04
"fleischer",47,46407939,99.04
"flipper",47,46407986,99.04
"flit",47,46408033,99.04
"foams",47,46408080,99.04
"fords",47,46408127,99.04
"forerunner",47,46408174,99.04
"fourteenth",47,46408221,99.04
"friars",47,46408268,99.04
"frizz",47,46408315,99.04
"gawk",47,46408362,99.04
"generalize",47,46408409,99.04
"gouging",47,46408456,99.04
"guardianship",47,46408503,99.04
"harshness",47,46408550,99.04
"haughty",47,46408597,99.04
"hawthorn",47,46408644,99.04
"hazmat",47,46408691,99.04
"hogging",47,46408738,99.04
"holdout",47,46408785,99.04
"hollows",47,46408832,99.04
"honeybees",47,46408879,99.04
"humanism",47,46408926,99.04
"hummed",47,46408973,99.04
"humps",47,46409020,99.04
"hydrogenated",47,46409067,99.04
"idled",47,46409114,99.04
"imprecise",47,46409161,99.04
"inalienable",47,46409208,99.04
"industrialization",47,46409255,99.04
"inferred",47,46409302,99.04
"inflating",47,46409349,99.04
"inherits",47,46409396,99.04
"inoperable",47,46409443,99.04
"insuring",47,46409490,99.04
"insurrection",47,46409537,99.04
"interrogations",47,46409584,99.04
"invader",47,46409631,99.04
"jiggle",47,46409678,99.04
"laryngitis",47,46409725,99.04
"leakage",47,46409772,99.04
"leapfrog",47,46409819,99.04
"localities",47,46409866,99.04
"lofted",47,46409913,99.04
"lox",47,46409960,99.04
"malian",47,46410007,99.04
"mammography",47,46410054,99.04
"medalists",47,46410101,99.04
"meddle",47,46410148,99.04
"memorization",47,46410195,99.04
"minimums",47,46410242,99.04
"monastic",47,46410289,99.04
"montezuma",47,46410336,99.04
"moping",47,46410383,99.04
"muesli",47,46410430,99.04
"multimillionaire",47,46410477,99.04
"muriel",47,46410524,99.04
"murmuring",47,46410571,99.04
"naively",47,46410618,99.04
"offing",47,46410665,99.04
"opel",47,46410712,99.04
"oratory",47,46410759,99.04
"osman",47,46410806,99.04
"overcook",47,46410853,99.04
"overhauls",47,46410900,99.04
"overlords",47,46410947,99.04
"overthrown",47,46410994,99.04
"pacemaker",47,46411041,99.04
"pageantry",47,46411088,99.04
"paramilitary",47,46411135,99.04
"persephone",47,46411182,99.04
"plunges",47,46411229,99.04
"pooches",47,46411276,99.04
"prancing",47,46411323,99.04
"precipitated",47,46411370,99.04
"predisposition",47,46411417,99.04
"preeminent",47,46411464,99.04
"pudgy",47,46411511,99.04
"receptor",47,46411558,99.04
"redirecting",47,46411605,99.04
"refinanced",47,46411652,99.04
"regenerate",47,46411699,99.04
"rejuvenating",47,46411746,99.04
"reopens",47,46411793,99.04
"repaint",47,46411840,99.04
"replication",47,46411887,99.04
"resuscitate",47,46411934,99.04
"retracted",47,46411981,99.04
"retrievers",47,46412028,99.04
"ricks",47,46412075,99.04
"ringmaster",47,46412122,99.04
"rodolfo",47,46412169,99.04
"rosanne",47,46412216,99.04
"roundly",47,46412263,99.04
"rvs",47,46412310,99.04
"sabine",47,46412357,99.04
"sabotaged",47,46412404,99.04
"sanitized",47,46412451,99.04
"sartre",47,46412498,99.04
"saucers",47,46412545,99.04
"scampi",47,46412592,99.05
"schnapps",47,46412639,99.05
"semiautomatic",47,46412686,99.05
"shanty",47,46412733,99.05
"sherpa",47,46412780,99.05
"shrunken",47,46412827,99.05
"sidekicks",47,46412874,99.05
"sleds",47,46412921,99.05
"slugged",47,46412968,99.05
"solder",47,46413015,99.05
"sowed",47,46413062,99.05
"spongy",47,46413109,99.05
"stagnated",47,46413156,99.05
"stork",47,46413203,99.05
"stowed",47,46413250,99.05
"studious",47,46413297,99.05
"stupider",47,46413344,99.05
"stylistically",47,46413391,99.05
"summarizes",47,46413438,99.05
"supplant",47,46413485,99.05
"swashbuckling",47,46413532,99.05
"synthetics",47,46413579,99.05
"tedium",47,46413626,99.05
"terrifies",47,46413673,99.05
"thawing",47,46413720,99.05
"thunders",47,46413767,99.05
"tolerating",47,46413814,99.05
"tourneys",47,46413861,99.05
"tracie",47,46413908,99.05
"transplantation",47,46413955,99.05
"tripling",47,46414002,99.05
"trodden",47,46414049,99.05
"trolleys",47,46414096,99.05
"trujillo",47,46414143,99.05
"umpteenth",47,46414190,99.05
"unearthing",47,46414237,99.05
"unexplored",47,46414284,99.05
"unix",47,46414331,99.05
"unknowing",47,46414378,99.05
"unoriginal",47,46414425,99.05
"unsurprising",47,46414472,99.05
"untie",47,46414519,99.05
"vectors",47,46414566,99.05
"vehement",47,46414613,99.05
"ventilated",47,46414660,99.05
"verifiable",47,46414707,99.05
"victimization",47,46414754,99.05
"vigils",47,46414801,99.05
"villarreal",47,46414848,99.05
"wafted",47,46414895,99.05
"watchman",47,46414942,99.05
"waterworks",47,46414989,99.05
"waxes",47,46415036,99.05
"wettest",47,46415083,99.05
"wetting",47,46415130,99.05
"wincing",47,46415177,99.05
"windshields",47,46415224,99.05
"woodbine",47,46415271,99.05
"wrinkly",47,46415318,99.05
"zorro",47,46415365,99.05
"abcs",46,46415411,99.05
"absorbent",46,46415457,99.05
"achiever",46,46415503,99.05
"admittance",46,46415549,99.05
"airman",46,46415595,99.05
"aisha",46,46415641,99.05
"allay",46,46415687,99.05
"alphas",46,46415733,99.05
"amalgam",46,46415779,99.05
"amalgamation",46,46415825,99.05
"arouse",46,46415871,99.05
"assesses",46,46415917,99.05
"awl",46,46415963,99.05
"babysitters",46,46416009,99.05
"backwater",46,46416055,99.05
"baggies",46,46416101,99.05
"ballets",46,46416147,99.05
"barrera",46,46416193,99.05
"berliner",46,46416239,99.05
"bewilderment",46,46416285,99.05
"bluebirds",46,46416331,99.05
"bolivar",46,46416377,99.05
"botany",46,46416423,99.05
"branden",46,46416469,99.05
"brant",46,46416515,99.05
"breakage",46,46416561,99.05
"brigitte",46,46416607,99.05
"buffers",46,46416653,99.05
"byproducts",46,46416699,99.05
"catalytic",46,46416745,99.05
"cataract",46,46416791,99.05
"causality",46,46416837,99.05
"centimeter",46,46416883,99.05
"chaucer",46,46416929,99.05
"chinchilla",46,46416975,99.05
"chloride",46,46417021,99.05
"chomsky",46,46417067,99.05
"chugged",46,46417113,99.05
"clack",46,46417159,99.05
"claret",46,46417205,99.05
"cloverleaf",46,46417251,99.06
"coasted",46,46417297,99.06
"coinciding",46,46417343,99.06
"coleridge",46,46417389,99.06
"colossus",46,46417435,99.06
"communicative",46,46417481,99.06
"comprehensively",46,46417527,99.06
"concoct",46,46417573,99.06
"condoned",46,46417619,99.06
"confectioner",46,46417665,99.06
"conniving",46,46417711,99.06
"coped",46,46417757,99.06
"cortes",46,46417803,99.06
"crazily",46,46417849,99.06
"dabbed",46,46417895,99.06
"dally",46,46417941,99.06
"dangerfield",46,46417987,99.06
"daugherty",46,46418033,99.06
"delighting",46,46418079,99.06
"deming",46,46418125,99.06
"depletion",46,46418171,99.06
"dimple",46,46418217,99.06
"dinning",46,46418263,99.06
"disband",46,46418309,99.06
"disfigured",46,46418355,99.06
"disrespecting",46,46418401,99.06
"diverge",46,46418447,99.06
"doppler",46,46418493,99.06
"dorks",46,46418539,99.06
"droids",46,46418585,99.06
"earmark",46,46418631,99.06
"eavesdrop",46,46418677,99.06
"elwood",46,46418723,99.06
"emile",46,46418769,99.06
"encircled",46,46418815,99.06
"eradication",46,46418861,99.06
"erasers",46,46418907,99.06
"essayist",46,46418953,99.06
"etymology",46,46418999,99.06
"evocation",46,46419045,99.06
"excitable",46,46419091,99.06
"exerting",46,46419137,99.06
"firmware",46,46419183,99.06
