"value","count","cumsum","pct"
"debut last night",3,434521,78.91
"debut saturday night",3,434524,78.91
"decade time living",3,434527,78.91
"december let know",3,434530,78.91
"decent performance good",3,434533,78.91
"decent place live",3,434536,78.91
"decide face slap",3,434539,78.91
"decide judge make",3,434542,78.91
"decided go get",3,434545,78.91
"decided live own",3,434548,78.91
"decided take nap",3,434551,78.91
"decided take time",3,434554,78.91
"decision made today",3,434557,78.91
"decision temporary feelings",3,434560,78.91
"decisions don make",3,434563,78.91
"decisions make mistakes",3,434566,78.91
"declare new support",3,434569,78.91
"decorate own soul",3,434572,78.92
"decorating christmas tree",3,434575,78.92
"dedicated made world",3,434578,78.92
"dedication service libraries",3,434581,78.92
"deeds done better",3,434584,78.92
"deep brown eyes",3,434587,78.92
"deep fried bacon",3,434590,78.92
"deep fried pizza",3,434593,78.92
"deep inside doubt",3,434596,78.92
"deep ncaa run",3,434599,78.92
"deep permanent ideas",3,434602,78.92
"deep tech house",3,434605,78.92
"deeper love attachment",3,434608,78.92
"deepest conviction better",3,434611,78.92
"deeply enjoy simply",3,434614,78.92
"deeply live maintain",3,434617,78.92
"defeat comes accept",3,434620,78.92
"defeat comes man",3,434623,78.92
"defeat spanish year",3,434626,78.93
"defend right say",3,434629,78.93
"defense look like",3,434632,78.93
"defense looks like",3,434635,78.93
"defense minor troubles",3,434638,78.93
"deficit increases personal",3,434641,78.93
"defined clear expression",3,434644,78.93
"definitely agree love",3,434647,78.93
"definitely come soon",3,434650,78.93
"definitely come visit",3,434653,78.93
"definitely don care",3,434656,78.93
"definitely don miss",3,434659,78.93
"definitely favorite place",3,434662,78.93
"definitely good times",3,434665,78.93
"definitely looked like",3,434668,78.93
"definitely looking like",3,434671,78.93
"definitely love get",3,434674,78.93
"definitely make day",3,434677,78.93
"definitely make sure",3,434680,78.93
"degrees great day",3,434683,78.94
"degrees sunny today",3,434686,78.94
"del mar beach",3,434689,78.94
"delay time benjamin",3,434692,78.94
"delete contacts phone",3,434695,78.94
"delete twitter account",3,434698,78.94
"delete ur twitter",3,434701,78.94
"deleted blocked kiss",3,434704,78.94
"deleted twitter account",3,434707,78.94
"delicious bill meyer",3,434710,78.94
"delicious gluten free",3,434713,78.94
"delicious must try",3,434716,78.94
"delicious wait try",3,434719,78.94
"delighted box part",3,434722,78.94
"delivered fears psalm",3,434725,78.94
"delivery code nov",3,434728,78.94
"delivery www com",3,434731,78.94
"dell booth come",3,434734,78.94
"dell children tonight",3,434737,78.95
"dell rolling deep",3,434740,78.95
"delta sky club",3,434743,78.95
"demand like thank",3,434746,78.95
"democratic national convention",3,434749,78.95
"denial just reality",3,434752,78.95
"denial tapes explosive",3,434755,78.95
"denver art museum",3,434758,78.95
"denver public library",3,434761,78.95
"denver restaurant week",3,434764,78.95
"deny feelings grow",3,434767,78.95
"deny freedom deserve",3,434770,78.95
"deny individual rights",3,434773,78.95
"deny weight loss",3,434776,78.95
"depends long takes",3,434779,78.95
"depends put tom",3,434782,78.95
"depressed living past",3,434785,78.95
"dept cultural resources",3,434788,78.95
"depth hour separation",3,434791,78.96
"derby day come",3,434794,78.96
"derby party mint",3,434797,78.96
"derby party tomorrow",3,434800,78.96
"describe life right",3,434803,78.96
"describe way feel",3,434806,78.96
"desert pool cleaning",3,434809,78.96
"deserve treated like",3,434812,78.96
"deserves called scholar",3,434815,78.96
"deserves makes look",3,434818,78.96
"design know writer",3,434821,78.96
"design new logo",3,434824,78.96
"design research conference",3,434827,78.96
"design resource day",3,434830,78.96
"design tip create",3,434833,78.96
"designated driver mini",3,434836,78.96
"designer print web",3,434839,78.96
"designer submit theme",3,434842,78.96
"designing developing custom",3,434845,78.96
"designing developing quality",3,434848,78.97
"designing homes san",3,434851,78.97
"designing today twitter",3,434854,78.97
"designs done let",3,434857,78.97
"desired notice reply",3,434860,78.97
"desk sign desk",3,434863,78.97
"despair future human",3,434866,78.97
"desperate need time",3,434869,78.97
"desperately need get",3,434872,78.97
"despite rage just",3,434875,78.97
"destinations unaware martin",3,434878,78.97
"destiny fate control",3,434881,78.97
"destroyed ugly personality",3,434884,78.97
"detail car mobile",3,434887,78.97
"detail mobile sd",3,434890,78.97
"detail rainy days",3,434893,78.97
"detail upcoming event",3,434896,78.97
"details check work",3,434899,78.97
"details http www",3,434902,78.98
"details let know",3,434905,78.98
"details live report",3,434908,78.98
"details www facebook",3,434911,78.98
"determined life brings",3,434914,78.98
"detroit metro airport",3,434917,78.98
"detroit music scene",3,434920,78.98
"develop later life",3,434923,78.98
"developed sense humor",3,434926,78.98
"developer message info",3,434929,78.98
"developers full time",3,434932,78.98
"development wells fargo",3,434935,78.98
"devils win cup",3,434938,78.98
"dexter lotus resident",3,434941,78.98
"dictionary word week",3,434944,78.98
"did actually like",3,434947,78.98
"did anyone attend",3,434950,78.98
"did anyone listen",3,434953,78.98
"did anyone realize",3,434956,78.99
"did anything fun",3,434959,78.99
"did anything special",3,434962,78.99
"did ask go",3,434965,78.99
"did best become",3,434968,78.99
"did best friend",3,434971,78.99
"did bin laden",3,434974,78.99
"did blast last",3,434977,78.99
"did casting workshops",3,434980,78.99
"did cease artist",3,434983,78.99
"did check ur",3,434986,78.99
"did check website",3,434989,78.99
"did decide start",3,434992,78.99
"did dye ur",3,434995,78.99
"did east coast",3,434998,78.99
"did exist wish",3,435001,78.99
"did expect anything",3,435004,78.99
"did fall apart",3,435007,78.99
"did fantastic work",3,435010,78.99
"did felt like",3,435013,79
"did finally get",3,435016,79
"did find did",3,435019,79
"did find new",3,435022,79
"did find parent",3,435025,79
"did find video",3,435028,79
"did find way",3,435031,79
"did giving away",3,435034,79
"did go buy",3,435037,79
"did go catch",3,435040,79
"did go college",3,435043,79
"did go fast",3,435046,79
"did go good",3,435049,79
"did go morning",3,435052,79
"did go sleep",3,435055,79
"did go work",3,435058,79
"did good get",3,435061,79
"did good seeing",3,435064,79
"did great last",3,435067,79.01
"did great man",3,435070,79.01
"did great performance",3,435073,79.01
"did great thanks",3,435076,79.01
"did great today",3,435079,79.01
"did green bay",3,435082,79.01
"did hear coming",3,435085,79.01
"did hear home",3,435088,79.01
"did hear just",3,435091,79.01
"did hear obama",3,435094,79.01
"did hear said",3,435097,79.01
"did hear song",3,435100,79.01
"did help thanks",3,435103,79.01
"did hip hop",3,435106,79.01
"did just commercial",3,435109,79.01
"did just learn",3,435112,79.01
"did just look",3,435115,79.01
"did just need",3,435118,79.01
"did just reply",3,435121,79.02
"did just said",3,435124,79.02
"did just start",3,435127,79.02
"did just thank",3,435130,79.02
"did just throw",3,435133,79.02
"did just want",3,435136,79.02
"did just wink",3,435139,79.02
"did kids get",3,435142,79.02
"did last years",3,435145,79.02
"did let know",3,435148,79.02
"did like hunger",3,435151,79.02
"did like really",3,435154,79.02
"did like said",3,435157,79.02
"did like times",3,435160,79.02
"did little jerk",3,435163,79.02
"did make appearance",3,435166,79.02
"did make day",3,435169,79.02
"did make far",3,435172,79.02
"did make great",3,435175,79.02
"did make life",3,435178,79.03
"did make look",3,435181,79.03
"did make mistake",3,435184,79.03
"did make people",3,435187,79.03
"did make smile",3,435190,79.03
"did make time",3,435193,79.03
"did make weekend",3,435196,79.03
"did make work",3,435199,79.03
"did miss announcement",3,435202,79.03
"did miss birthday",3,435205,79.03
"did miss day",3,435208,79.03
"did miss email",3,435211,79.03
"did miss seeing",3,435214,79.03
"did mom get",3,435217,79.03
"did mom say",3,435220,79.03
"did mothers day",3,435223,79.03
"did need get",3,435226,79.03
"did need go",3,435229,79.03
"did new video",3,435232,79.04
"did nice meet",3,435235,79.04
"did nice work",3,435238,79.04
"did pay say",3,435241,79.04
"did pretend water",3,435244,79.04
"did pretty awesome",3,435247,79.04
"did race go",3,435250,79.04
"did really eat",3,435253,79.04
"did really make",3,435256,79.04
"did really put",3,435259,79.04
"did receive message",3,435262,79.04
"did receive send",3,435265,79.04
"did romney say",3,435268,79.04
"did run away",3,435271,79.04
"did say day",3,435274,79.04
"did say happy",3,435277,79.04
"did say love",3,435280,79.04
"did say team",3,435283,79.04
"did say think",3,435286,79.05
"did say yes",3,435289,79.05
"did talk soon",3,435292,79.05
"did things don",3,435295,79.05
"did things right",3,435298,79.05
"did think funny",3,435301,79.05
"did think game",3,435304,79.05
"did think going",3,435307,79.05
"did think meant",3,435310,79.05
"did think possible",3,435313,79.05
"did think twitter",3,435316,79.05
"did trying figure",3,435319,79.05
"did twitter get",3,435322,79.05
"did twitter go",3,435325,79.05
"did way better",3,435328,79.05
"did way go",3,435331,79.05
"did write songs",3,435334,79.05
"did write tonight",3,435337,79.05
"diego chargers san",3,435340,79.05
"diego craft revolution",3,435343,79.06
"diego family expo",3,435346,79.06
"diego las vegas",3,435349,79.06
"diego native jessica",3,435352,79.06
"diego news pm",3,435355,79.06
"diego provide email",3,435358,79.06
"diego stay tuned",3,435361,79.06
"diet ad probably",3,435364,79.06
"diet exercise plan",3,435367,79.06
"diet mental approach",3,435370,79.06
"diet suggest carrot",3,435373,79.06
"difference age rule",3,435376,79.06
"difference boy man",3,435379,79.06
"difference social media",3,435382,79.06
"differences natural limits",3,435385,79.06
"different area codes",3,435388,79.06
"different day people",3,435391,79.06
"different last year",3,435394,79.06
"different models success",3,435397,79.07
"different person don",3,435400,79.07
"different places just",3,435403,79.07
"different time zone",3,435406,79.07
"different times just",3,435409,79.07
"different times today",3,435412,79.07
"different types brain",3,435415,79.07
"different voices hear",3,435418,79.07
"different ways people",3,435421,79.07
"difficult remove hunger",3,435424,79.07
"difficult risk take",3,435427,79.07
"difficult trained days",3,435430,79.07
"digging new song",3,435433,79.07
"digital innovation lab",3,435436,79.07
"digital marketing agency",3,435439,79.07
"digital new media",3,435442,79.07
"dine tonight reserve",3,435445,79.07
"dine wisconsin today",3,435448,79.07
"dinner cheesecake factory",3,435451,79.07
"dinner cook tonight",3,435454,79.08
"dinner drinks downtown",3,435457,79.08
"dinner friends family",3,435460,79.08
"dinner friends tonight",3,435463,79.08
"dinner get free",3,435466,79.08
"dinner ice cream",3,435469,79.08
"dinner movie date",3,435472,79.08
"dinner movie tonight",3,435475,79.08
"dinner promote health",3,435478,79.08
"dinner special salmon",3,435481,79.08
"dinner starts pm",3,435484,79.08
"dinner tonight got",3,435487,79.08
"dinner tonight gotta",3,435490,79.08
"dinner tonight hungry",3,435493,79.08
"dinner tonight suggestions",3,435496,79.08
"dinner tonight time",3,435499,79.08
"dinner tonight tomorrow",3,435502,79.08
"dinner tonight woo",3,435505,79.08
"dinner tonight yummy",3,435508,79.09
"direct eye contact",3,435511,79.09
"direct message don",3,435514,79.09
"direct message like",3,435517,79.09
"direct message link",3,435520,79.09
"direct message number",3,435523,79.09
"direct message send",3,435526,79.09
"direct message tweet",3,435529,79.09
"direct message win",3,435532,79.09
"direct messages follow",3,435535,79.09
"direct messages saying",3,435538,79.09
"direct relationship customers",3,435541,79.09
"direct tv commercials",3,435544,79.09
"direction cody simpson",3,435547,79.09
"direction moving oliver",3,435550,79.09
"direction oh yeah",3,435553,79.09
"direction sold msg",3,435556,79.09
"direction yeah just",3,435559,79.09
"directions cooking go",3,435562,79.1
"disabled get jobs",3,435565,79.1
"disappear brighter day",3,435568,79.1
"disappear really want",3,435571,79.1
"disappointed hunger games",3,435574,79.1
"disappointed turned said",3,435577,79.1
"disappointment must lose",3,435580,79.1
"disc dvd set",3,435583,79.1
"disc twitter friends",3,435586,79.1
"discipline jim collins",3,435589,79.1
"disco legend battle",3,435592,79.1
"discount code twitter",3,435595,79.1
"discount don miss",3,435598,79.1
"discount night resorts",3,435601,79.1
"discount services veterans",3,435604,79.1
"discount texts opportunity",3,435607,79.1
"discover business partner",3,435610,79.1
"discovered milk explain",3,435613,79.1
"discovery own mistakes",3,435616,79.1
"discovery seeking new",3,435619,79.11
"discussion taking place",3,435622,79.11
"disney channels shake",3,435625,79.11
"disney fantasy cruise",3,435628,79.11
"disney movies night",3,435631,79.11
"distribution list send",3,435634,79.11
"district city council",3,435637,79.11
"district maps commission",3,435640,79.11
"diversity actors equity",3,435643,79.11
"divide life best",3,435646,79.11
"divine clinic promo",3,435649,79.11
"divorce seminar tomorrow",3,435652,79.11
"divorce tampa friday",3,435655,79.11
"dj beach chi",3,435658,79.11
"dj dexter lotus",3,435661,79.11
"dj dj dj",3,435664,79.11
"dj good time",3,435667,79.11
"dj got floor",3,435670,79.11
"dj let know",3,435673,79.12
"dj tonight come",3,435676,79.12
"doctor called house",3,435679,79.12
"doctor found guilty",3,435682,79.12
"doctor said need",3,435685,79.12
"documentary street music",3,435688,79.12
"dodgers take lead",3,435691,79.12
"dodgers worth billion",3,435694,79.12
"does band play",3,435697,79.12
"does best work",3,435700,79.12
"does better research",3,435703,79.12
"does blake griffin",3,435706,79.12
"does body know",3,435709,79.12
"does business need",3,435712,79.12
"does cease hatred",3,435715,79.12
"does cost money",3,435718,79.12
"does day work",3,435721,79.12
"does does work",3,435724,79.12
"does dreams forget",3,435727,79.13
"does duck swim",3,435730,79.13
"does envy does",3,435733,79.13
"does get called",3,435736,79.13
"does get good",3,435739,79.13
"does get job",3,435742,79.13
"does get worse",3,435745,79.13
"does guy know",3,435748,79.13
"does hair hair",3,435751,79.13
"does just come",3,435754,79.13
"does justice gratitude",3,435757,79.13
"does kansas self",3,435760,79.13
"does keep saying",3,435763,79.13
"does kinda look",3,435766,79.13
"does life get",3,435769,79.13
"does looks like",3,435772,79.13
"does love feel",3,435775,79.13
"does make crazy",3,435778,79.13
"does make difficult",3,435781,79.13
"does make happy",3,435784,79.14
"does make hard",3,435787,79.14
"does make music",3,435790,79.14
"does make pretty",3,435793,79.14
"does make professional",3,435796,79.14
"does make summer",3,435799,79.14
"does make things",3,435802,79.14
"does makes feel",3,435805,79.14
"does pain makes",3,435808,79.14
"does person need",3,435811,79.14
"does play part",3,435814,79.14
"does protect love",3,435817,79.14
"does ring bell",3,435820,79.14
"does school smell",3,435823,79.14
"does smell good",3,435826,79.14
"does stuff like",3,435829,79.14
"does things like",3,435832,79.14
"does throw nest",3,435835,79.14
"does time fly",3,435838,79.15
"does twitter follow",3,435841,79.15
"does twitter like",3,435844,79.15
"does weekend look",3,435847,79.15
"dog animal rescue",3,435850,79.15
"dog cat dog",3,435853,79.15
"dog day afternoon",3,435856,79.15
"dog dog get",3,435859,79.15
"dog just got",3,435862,79.15
"dog just took",3,435865,79.15
"dog named angel",3,435868,79.15
"dog nose prints",3,435871,79.15
"dog park beautiful",3,435874,79.15
"dog passed away",3,435877,79.15
"dog revolution cd",3,435880,79.15
"dog roof car",3,435883,79.15
"dog size dog",3,435886,79.15
"dog take care",3,435889,79.15
"dog thing earth",3,435892,79.16
"dog wearing shorts",3,435895,79.16
"dogs last night",3,435898,79.16
"dogs relax get",3,435901,79.16
"doing awesome stuff",3,435904,79.16
"doing cash mob",3,435907,79.16
"doing dance move",3,435910,79.16
"doing david jordan",3,435913,79.16
"doing day weekend",3,435916,79.16
"doing days week",3,435919,79.16
"doing extra day",3,435922,79.16
"doing get work",3,435925,79.16
"doing getting big",3,435928,79.16
"doing good like",3,435931,79.16
"doing good night",3,435934,79.16
"doing good right",3,435937,79.16
"doing good school",3,435940,79.16
"doing good sweetie",3,435943,79.16
"doing good thank",3,435946,79.16
"doing good thing",3,435949,79.17
"doing google hangout",3,435952,79.17
"doing great actually",3,435955,79.17
"doing great got",3,435958,79.17
"doing great impression",3,435961,79.17
"doing great long",3,435964,79.17
"doing great man",3,435967,79.17
"doing great proud",3,435970,79.17
"doing great twitter",3,435973,79.17
"doing holiday shopping",3,435976,79.17
"doing hope good",3,435979,79.17
"doing let get",3,435982,79.17
"doing likes liking",3,435985,79.17
"doing little better",3,435988,79.17
"doing little shopping",3,435991,79.17
"doing lives spending",3,435994,79.17
"doing long reached",3,435997,79.17
"doing looks like",3,436000,79.17
"doing lot traveling",3,436003,79.18
"doing minutes dancing",3,436006,79.18
"doing minutes insanity",3,436009,79.18
"doing moving goals",3,436012,79.18
"doing music video",3,436015,79.18
"doing pair shoes",3,436018,79.18
"doing part make",3,436021,79.18
"doing part support",3,436024,79.18
"doing positive things",3,436027,79.18
"doing pretty cool",3,436030,79.18
"doing really big",3,436033,79.18
"doing really want",3,436036,79.18
"doing red carpet",3,436039,79.18
"doing right go",3,436042,79.18
"doing right right",3,436045,79.18
"doing right second",3,436048,79.18
"doing simple need",3,436051,79.18
"doing thing day",3,436054,79.18
"doing thing get",3,436057,79.19
"doing thing know",3,436060,79.19
"doing thursday night",3,436063,79.19
"doing ticket giveaway",3,436066,79.19
"doing time important",3,436069,79.19
"doing today get",3,436072,79.19
"doing took get",3,436075,79.19
"dollars chuck dollars",3,436078,79.19
"dollars fund wars",3,436081,79.19
"dollars hour casting",3,436084,79.19
"dollars leave dollars",3,436087,79.19
"dolphins don take",3,436090,79.19
"dolphins nfl draft",3,436093,79.19
"dolphins smart weeks",3,436096,79.19
"don able get",3,436099,79.19
"don actually like",3,436102,79.19
"don actually live",3,436105,79.19
"don actually want",3,436108,79.19
"don add facebook",3,436111,79.19
"don add people",3,436114,79.2
"don allow wake",3,436117,79.2
"don anyone know",3,436120,79.2
"don appreciate people",3,436123,79.2
"don ask bc",3,436126,79.2
"don ask guide",3,436129,79.2
"don ask happened",3,436132,79.2
"don ask like",3,436135,79.2
"don ask ok",3,436138,79.2
"don ask ready",3,436141,79.2
"don ask want",3,436144,79.2
"don attacks fake",3,436147,79.2
"don believe better",3,436150,79.2
"don believe check",3,436153,79.2
"don believe come",3,436156,79.2
"don believe don",3,436159,79.2
"don believe evolution",3,436162,79.2
"don believe google",3,436165,79.2
"don believe magic",3,436168,79.21
"don believe people",3,436171,79.21
"don believe stars",3,436174,79.21
"don believe things",3,436177,79.21
"don believe true",3,436180,79.21
"don believe trust",3,436183,79.21
"don books don",3,436186,79.21
"don bring flowers",3,436189,79.21
"don bring rain",3,436192,79.21
"don cage laughing",3,436195,79.21
"don chase anyone",3,436198,79.21
"don click anything",3,436201,79.21
"don compare compete",3,436204,79.21
"don complain things",3,436207,79.21
"don cut close",3,436210,79.21
"don dare get",3,436213,79.21
"don dare go",3,436216,79.21
"don dare make",3,436219,79.21
"don drinking problem",3,436222,79.22
"don drive like",3,436225,79.22
"don facebook anymore",3,436228,79.22
"don feel anyone",3,436231,79.22
"don feel older",3,436234,79.22
"don feel phone",3,436237,79.22
"don feel post",3,436240,79.22
"don finally meet",3,436243,79.22
"don follow anymore",3,436246,79.22
"don follow basketball",3,436249,79.22
"don follow instagram",3,436252,79.22
"don follow links",3,436255,79.22
"don follow really",3,436258,79.22
"don follow tweets",3,436261,79.22
"don forget beg",3,436264,79.22
"don forget business",3,436267,79.22
"don forget college",3,436270,79.22
"don forget days",3,436273,79.22
"don forget donate",3,436276,79.22
"don forget dr",3,436279,79.23
"don forget drink",3,436282,79.23
"don forget drinks",3,436285,79.23
"don forget grab",3,436288,79.23
"don forget head",3,436291,79.23
"don forget home",3,436294,79.23
"don forget huge",3,436297,79.23
"don forget know",3,436300,79.23
"don forget library",3,436303,79.23
"don forget local",3,436306,79.23
"don forget monday",3,436309,79.23
"don forget obama",3,436312,79.23
"don forget pm",3,436315,79.23
"don forget rate",3,436318,79.23
"don forget salsa",3,436321,79.23
"don forget save",3,436324,79.23
"don forget st",3,436327,79.23
"don forget starts",3,436330,79.23
"don forget summer",3,436333,79.24
"don forget th",3,436336,79.24
"don forget vitamin",3,436339,79.24
"don forget week",3,436342,79.24
"don forget win",3,436345,79.24
"don forget world",3,436348,79.24
"don forgive people",3,436351,79.24
"don gamble future",3,436354,79.24
"don gets credit",3,436357,79.24
"don give advice",3,436360,79.24
"don give beer",3,436363,79.24
"don give bout",3,436366,79.24
"don give easy",3,436369,79.24
"don give guys",3,436372,79.24
"don give know",3,436375,79.24
"don give money",3,436378,79.24
"don give notebook",3,436381,79.24
"don give rat",3,436384,79.24
"don give today",3,436387,79.24
"don give told",3,436390,79.25
"don give tweet",3,436393,79.25
"don give yeah",3,436396,79.25
"don go buy",3,436399,79.25
"don go chasing",3,436402,79.25
"don go don",3,436405,79.25
"don go east",3,436408,79.25
"don go full",3,436411,79.25
"don go hard",3,436414,79.25
"don go path",3,436417,79.25
"don go straight",3,436420,79.25
"don go today",3,436423,79.25
"don go years",3,436426,79.25
"don good job",3,436429,79.25
"don good stuff",3,436432,79.25
"don grow trees",3,436435,79.25
"don hash tag",3,436438,79.25
"don hate buy",3,436441,79.25
"don hate cute",3,436444,79.26
"don hate friend",3,436447,79.26
"don hate maybe",3,436450,79.26
"don hate mc",3,436453,79.26
"don hate say",3,436456,79.26
"don hate ur",3,436459,79.26
"don hesitate let",3,436462,79.26
"don hold anger",3,436465,79.26
"don just eat",3,436468,79.26
"don just happen",3,436471,79.26
"don just happy",3,436474,79.26
"don just hop",3,436477,79.26
"don just leave",3,436480,79.26
"don just need",3,436483,79.26
"don just queen",3,436486,79.26
"don just read",3,436489,79.26
"don just right",3,436492,79.26
"don know afraid",3,436495,79.26
"don know austin",3,436498,79.27
"don know awkward",3,436501,79.27
"don know band",3,436504,79.27
"don know bet",3,436507,79.27
"don know block",3,436510,79.27
"don know body",3,436513,79.27
"don know borrowed",3,436516,79.27
"don know brian",3,436519,79.27
"don know brother",3,436522,79.27
"don know capable",3,436525,79.27
"don know caught",3,436528,79.27
"don know changed",3,436531,79.27
"don know children",3,436534,79.27
"don know cold",3,436537,79.27
"don know comment",3,436540,79.27
"don know congress",3,436543,79.27
"don know context",3,436546,79.27
"don know counts",3,436549,79.27
"don know craving",3,436552,79.27
"don know customers",3,436555,79.28
"don know days",3,436558,79.28
"don know dear",3,436561,79.28
"don know dreams",3,436564,79.28
"don know eating",3,436567,79.28
"don know ended",3,436570,79.28
"don know everybody",3,436573,79.28
"don know exists",3,436576,79.28
"don know face",3,436579,79.28
"don know favorite",3,436582,79.28
"don know felt",3,436585,79.28
"don know figure",3,436588,79.28
"don know fine",3,436591,79.28
"don know free",3,436594,79.28
"don know function",3,436597,79.28
"don know hang",3,436600,79.28
"don know headed",3,436603,79.28
"don know hear",3,436606,79.28
"don know honest",3,436609,79.29
"don know honey",3,436612,79.29
"don know hoping",3,436615,79.29
"don know ideas",3,436618,79.29
"don know interested",3,436621,79.29
"don know invite",3,436624,79.29
"don know joe",3,436627,79.29
"don know john",3,436630,79.29
"don know justin",3,436633,79.29
"don know kidding",3,436636,79.29
"don know kim",3,436639,79.29
"don know language",3,436642,79.29
"don know law",3,436645,79.29
"don know light",3,436648,79.29
"don know likes",3,436651,79.29
"don know lines",3,436654,79.29
"don know lineup",3,436657,79.29
"don know meet",3,436660,79.29
"don know mentioned",3,436663,79.3
"don know mind",3,436666,79.3
"don know move",3,436669,79.3
"don know names",3,436672,79.3
"don know noticed",3,436675,79.3
"don know obsessed",3,436678,79.3
"don know ok",3,436681,79.3
"don know open",3,436684,79.3
"don know poor",3,436687,79.3
"don know possibly",3,436690,79.3
"don know power",3,436693,79.3
"don know profile",3,436696,79.3
"don know properly",3,436699,79.3
"don know puts",3,436702,79.3
"don know quit",3,436705,79.3
"don know rap",3,436708,79.3
"don know reading",3,436711,79.3
"don know referring",3,436714,79.3
"don know seeing",3,436717,79.3
"don know sent",3,436720,79.31
"don know situation",3,436723,79.31
"don know smile",3,436726,79.31
"don know spam",3,436729,79.31
"don know special",3,436732,79.31
"don know spend",3,436735,79.31
"don know started",3,436738,79.31
"don know sucks",3,436741,79.31
"don know super",3,436744,79.31
"don know survived",3,436747,79.31
"don know taken",3,436750,79.31
"don know teeth",3,436753,79.31
"don know thank",3,436756,79.31
"don know thinks",3,436759,79.31
"don know totally",3,436762,79.31
"don know trending",3,436765,79.31
"don know tweets",3,436768,79.31
"don know type",3,436771,79.31
"don know usually",3,436774,79.32
"don know wants",3,436777,79.32
"don know watched",3,436780,79.32
"don know wish",3,436783,79.32
"don know worked",3,436786,79.32
"don know world",3,436789,79.32
"don know worlds",3,436792,79.32
"don know wrote",3,436795,79.32
"don know years",3,436798,79.32
"don know yo",3,436801,79.32
"don learn history",3,436804,79.32
"don learn mistake",3,436807,79.32
"don library card",3,436810,79.32
"don look better",3,436813,79.32
"don look comfortable",3,436816,79.32
"don look fall",3,436819,79.32
"don look forward",3,436822,79.32
"don look happiness",3,436825,79.32
"don look long",3,436828,79.33
"don look old",3,436831,79.33
"don lots people",3,436834,79.33
"don love loved",3,436837,79.33
"don make hoe",3,436840,79.33
"don make itself",3,436843,79.33
"don make people",3,436846,79.33
"don make season",3,436849,79.33
"don make use",3,436852,79.33
"don make walk",3,436855,79.33
"don mean girl",3,436858,79.33
"don mean look",3,436861,79.33
"don mean money",3,436864,79.33
"don mean talk",3,436867,79.33
"don mean want",3,436870,79.33
"don middle class",3,436873,79.33
"don mind following",3,436876,79.33
"don mind having",3,436879,79.33
"don mind hearing",3,436882,79.33
"don mind let",3,436885,79.34
"don mind little",3,436888,79.34
"don mind living",3,436891,79.34
"don mind say",3,436894,79.34
"don mind seeing",3,436897,79.34
"don open spam",3,436900,79.34
"don open till",3,436903,79.34
"don permanently just",3,436906,79.34
"don phone number",3,436909,79.34
"don plan having",3,436912,79.34
"don play comes",3,436915,79.34
"don play don",3,436918,79.34
"don play football",3,436921,79.34
"don play money",3,436924,79.34
"don play rules",3,436927,79.34
"don really believe",3,436930,79.34
"don really count",3,436933,79.34
"don really follow",3,436936,79.34
"don really miss",3,436939,79.35
"don really play",3,436942,79.35
"don really put",3,436945,79.35
"don really work",3,436948,79.35
"don recall doing",3,436951,79.35
"don recall getting",3,436954,79.35
"don reckless people",3,436957,79.35
"don recognize myself",3,436960,79.35
"don regular tv",3,436963,79.35
"don remember falling",3,436966,79.35
"don remember getting",3,436969,79.35
"don remember giving",3,436972,79.35
"don remember good",3,436975,79.35
"don remember got",3,436978,79.35
"don remember holding",3,436981,79.35
"don remember just",3,436984,79.35
"don remember like",3,436987,79.35
"don remember looked",3,436990,79.35
"don remember taking",3,436993,79.36
"don remember talking",3,436996,79.36
"don remember try",3,436999,79.36
"don reply emails",3,437002,79.36
"don reply like",3,437005,79.36
"don respect people",3,437008,79.36
"don say amazing",3,437011,79.36
"don say fine",3,437014,79.36
